AverageTemperature,City,Country,Month,Year
27.59,2,Mexico,8,1993
27.011,2,Mexico,9,1993
27.756,2,Mexico,10,1993
27.56,2,Mexico,11,1993
26.36,2,Mexico,12,1993
25.996,2,Mexico,1,1994
25.795,2,Mexico,2,1994
25.245,2,Mexico,3,1994
25.046,2,Mexico,4,1994
27.005,2,Mexico,5,1994
27.963,2,Mexico,6,1994
28.59,2,Mexico,7,1994
27.545,2,Mexico,8,1994
27.791,2,Mexico,9,1994
27.566,2,Mexico,10,1994
27.883,2,Mexico,11,1994
27.389,2,Mexico,12,1994
26.355,2,Mexico,1,1995
26.338,2,Mexico,2,1995
25.354,2,Mexico,3,1995
25.04,2,Mexico,4,1995
26.987,2,Mexico,5,1995
27.976,2,Mexico,6,1995
28.241,2,Mexico,7,1995
27.34,2,Mexico,8,1995
27.636,2,Mexico,9,1995
27.576,2,Mexico,10,1995
27.674,2,Mexico,11,1995
26.312,2,Mexico,12,1995
24.726,2,Mexico,1,1996
24.938,2,Mexico,2,1996
24.272,2,Mexico,3,1996
24.722,2,Mexico,4,1996
27.321,2,Mexico,5,1996
27.211,2,Mexico,6,1996
27.604,2,Mexico,7,1996
27.37,2,Mexico,8,1996
28.037,2,Mexico,9,1996
27.163,2,Mexico,10,1996
27.205,2,Mexico,11,1996
26.245,2,Mexico,12,1996
25.152,2,Mexico,1,1997
25.591,2,Mexico,2,1997
25.701,2,Mexico,3,1997
25.405,2,Mexico,4,1997
27.183,2,Mexico,5,1997
28.173,2,Mexico,6,1997
28.748,2,Mexico,7,1997
28.749,2,Mexico,8,1997
27.642,2,Mexico,9,1997
26.923,2,Mexico,10,1997
27.588,2,Mexico,11,1997
26.558,2,Mexico,12,1997
25.125,2,Mexico,1,1998
24.414,2,Mexico,2,1998
25.437,2,Mexico,3,1998
25.667,2,Mexico,4,1998
26.554,2,Mexico,5,1998
28.958,2,Mexico,6,1998
28.029,2,Mexico,7,1998
28.307,2,Mexico,8,1998
26.882,2,Mexico,9,1998
27.839,2,Mexico,10,1998
27.802,2,Mexico,11,1998
26.67,2,Mexico,12,1998
24.954,2,Mexico,1,1999
25.304,2,Mexico,2,1999
24.614,2,Mexico,3,1999
24.877,2,Mexico,4,1999
27.02,2,Mexico,5,1999
27.729,2,Mexico,6,1999
27.563,2,Mexico,7,1999
27.469,2,Mexico,8,1999
26.856,2,Mexico,9,1999
26.641,2,Mexico,10,1999
26.403,2,Mexico,11,1999
24.892,2,Mexico,12,1999
24.78,2,Mexico,1,2000
25.123,2,Mexico,2,2000
24.392,2,Mexico,3,2000
24.742,2,Mexico,4,2000
26.188,2,Mexico,5,2000
27.215,2,Mexico,6,2000
28.012,2,Mexico,7,2000
27.698,2,Mexico,8,2000
26.819,2,Mexico,9,2000
27.62,2,Mexico,10,2000
27.486,2,Mexico,11,2000
26.434,2,Mexico,12,2000
25.886,2,Mexico,1,2001
25.863,2,Mexico,2,2001
24.099,2,Mexico,3,2001
24.615,2,Mexico,4,2001
26.294,2,Mexico,5,2001
27.598,2,Mexico,6,2001
28.006,2,Mexico,7,2001
28.487,2,Mexico,8,2001
27.036,2,Mexico,9,2001
27.734,2,Mexico,10,2001
26.848,2,Mexico,11,2001
26.314,2,Mexico,12,2001
25.615,2,Mexico,1,2002
25.944,2,Mexico,2,2002
25.961,2,Mexico,3,2002
26.366,2,Mexico,4,2002
27.563,2,Mexico,5,2002
27.548,2,Mexico,6,2002
27.899,2,Mexico,7,2002
28.012,2,Mexico,8,2002
27.138,2,Mexico,9,2002
27.96,2,Mexico,10,2002
26.671,2,Mexico,11,2002
26.278,2,Mexico,12,2002
26.226,2,Mexico,1,2003
25.758,2,Mexico,2,2003
24.233,2,Mexico,3,2003
26.064,2,Mexico,4,2003
27.346,2,Mexico,5,2003
27.063,2,Mexico,6,2003
28.266,2,Mexico,7,2003
27.958,2,Mexico,8,2003
27.611,2,Mexico,9,2003
27.661,2,Mexico,10,2003
28.307,2,Mexico,11,2003
26.163,2,Mexico,12,2003
25.182,2,Mexico,1,2004
25.214,2,Mexico,2,2004
26.532,2,Mexico,3,2004
25.996,2,Mexico,4,2004
27.54,2,Mexico,5,2004
27.798,2,Mexico,6,2004
28.012,2,Mexico,7,2004
28.405,2,Mexico,8,2004
27.549,2,Mexico,9,2004
27.59,2,Mexico,10,2004
27.617,2,Mexico,11,2004
26.375,2,Mexico,12,2004
26.283,2,Mexico,1,2005
26.287,2,Mexico,2,2005
24.379,2,Mexico,3,2005
26.225,2,Mexico,4,2005
27.075,2,Mexico,5,2005
27.962,2,Mexico,6,2005
28.111,2,Mexico,7,2005
27.938,2,Mexico,8,2005
27.824,2,Mexico,9,2005
26.987,2,Mexico,10,2005
26.955,2,Mexico,11,2005
26.269,2,Mexico,12,2005
25.751,2,Mexico,1,2006
25.571,2,Mexico,2,2006
25.281,2,Mexico,3,2006
25.882,2,Mexico,4,2006
26.935,2,Mexico,5,2006
27.691,2,Mexico,6,2006
28.224,2,Mexico,7,2006
28.302,2,Mexico,8,2006
27.532,2,Mexico,9,2006
27.561,2,Mexico,10,2006
26.661,2,Mexico,11,2006
26.033,2,Mexico,12,2006
26.213,2,Mexico,1,2007
25.487,2,Mexico,2,2007
25.597,2,Mexico,3,2007
25.719,2,Mexico,4,2007
26.926,2,Mexico,5,2007
28.255,2,Mexico,6,2007
28.021,2,Mexico,7,2007
27.524,2,Mexico,8,2007
27.448,2,Mexico,9,2007
27.268,2,Mexico,10,2007
26.892,2,Mexico,11,2007
25.965,2,Mexico,12,2007
25.27,2,Mexico,1,2008
24.475,2,Mexico,2,2008
24.434,2,Mexico,3,2008
25.753,2,Mexico,4,2008
27.015,2,Mexico,5,2008
27.512,2,Mexico,6,2008
27.171,2,Mexico,7,2008
27.51,2,Mexico,8,2008
27.356,2,Mexico,9,2008
27.344,2,Mexico,10,2008
26.775,2,Mexico,11,2008
25.541,2,Mexico,12,2008
26.038,2,Mexico,1,2009
25.98,2,Mexico,2,2009
25.567,2,Mexico,3,2009
25.574,2,Mexico,4,2009
27.243,2,Mexico,5,2009
28.152,2,Mexico,6,2009
28.598,2,Mexico,7,2009
28.53,2,Mexico,8,2009
27.848,2,Mexico,9,2009
27.809,2,Mexico,10,2009
27.218,2,Mexico,11,2009
26.47,2,Mexico,12,2009
25.713,2,Mexico,1,2010
24.99,2,Mexico,2,2010
25.386,2,Mexico,3,2010
25.624,2,Mexico,4,2010
27.434,2,Mexico,5,2010
28.44,2,Mexico,6,2010
27.912,2,Mexico,7,2010
27.703,2,Mexico,8,2010
27.224,2,Mexico,9,2010
27.852,2,Mexico,10,2010
26.581,2,Mexico,11,2010
25.19,2,Mexico,12,2010
25.306,2,Mexico,1,2011
25.386,2,Mexico,2,2011
25.156,2,Mexico,3,2011
26.169,2,Mexico,4,2011
28.467,2,Mexico,5,2011
28.486,2,Mexico,6,2011
27.619,2,Mexico,7,2011
28.004,2,Mexico,8,2011
27.803,2,Mexico,9,2011
27.422,2,Mexico,10,2011
27.189,2,Mexico,11,2011
26.13,2,Mexico,12,2011
25.62,2,Mexico,1,2012
25.367,2,Mexico,2,2012
25.437,2,Mexico,3,2012
24.83,2,Mexico,4,2012
27.455,2,Mexico,5,2012
27.931,2,Mexico,6,2012
27.896,2,Mexico,7,2012
27.69,2,Mexico,8,2012
27.825,2,Mexico,9,2012
27.981,2,Mexico,10,2012
27.092,2,Mexico,11,2012
26.73,2,Mexico,12,2012
26.085,2,Mexico,1,2013
25.745,2,Mexico,2,2013
25.125,2,Mexico,3,2013
25.61,2,Mexico,4,2013
26.628,2,Mexico,5,2013
28.092,2,Mexico,6,2013
27.885,2,Mexico,7,2013
27.725,2,Mexico,8,2013
28.51,2,Mexico,9,2013
28.122,4,Mexico,6,1823
28.983,4,Mexico,7,1823
27.885,4,Mexico,8,1823
23.527,4,Mexico,9,1823
28.27,4,Mexico,8,1824
9.647,4,Mexico,1,1825
11.981,4,Mexico,2,1825
15.871,4,Mexico,3,1825
20.933,4,Mexico,4,1825
24.142,4,Mexico,5,1825
27.787,4,Mexico,6,1825
28.798,4,Mexico,7,1825
28.094,4,Mexico,8,1825
24.856,4,Mexico,9,1825
18.995,4,Mexico,10,1825
14.86,4,Mexico,11,1825
8.719,4,Mexico,12,1825
8.155,4,Mexico,1,1826
10.154,4,Mexico,2,1826
15.847,4,Mexico,3,1826
20.165,4,Mexico,4,1826
25.139,4,Mexico,5,1826
27.207,4,Mexico,6,1826
29.076,4,Mexico,7,1826
27.42,4,Mexico,8,1826
23.954,4,Mexico,9,1826
19.398,4,Mexico,10,1826
14.196,4,Mexico,11,1826
10.338,4,Mexico,12,1826
9.807,4,Mexico,1,1827
13.316,4,Mexico,2,1827
16.892,4,Mexico,3,1827
20.713,4,Mexico,4,1827
24.82,4,Mexico,5,1827
27.898,4,Mexico,6,1827
29.525,4,Mexico,7,1827
28.653,4,Mexico,8,1827
24.529,4,Mexico,9,1827
19.052,4,Mexico,10,1827
14.464,4,Mexico,11,1827
8.757,4,Mexico,12,1827
7.64,4,Mexico,1,1828
10.406,4,Mexico,2,1828
15.489,4,Mexico,3,1828
19.785,4,Mexico,4,1828
24.23,4,Mexico,5,1828
28.415,4,Mexico,6,1828
29.498,4,Mexico,7,1828
28.451,4,Mexico,8,1828
23.43,4,Mexico,9,1828
19.525,4,Mexico,10,1828
14.093,4,Mexico,11,1828
10.266,4,Mexico,12,1828
9.003,4,Mexico,1,1829
9.561,4,Mexico,2,1829
14.889,4,Mexico,3,1829
19.534,4,Mexico,4,1829
24.845,4,Mexico,5,1829
27.608,4,Mexico,6,1829
29.333,4,Mexico,7,1829
28.461,4,Mexico,8,1829
24.264,4,Mexico,9,1829
19.912,4,Mexico,10,1829
12.297,4,Mexico,11,1829
9.442,4,Mexico,12,1829
9.645,4,Mexico,1,1830
12.653,4,Mexico,2,1830
15.277,4,Mexico,3,1830
20.318,4,Mexico,4,1830
23.714,4,Mexico,5,1830
27.388,4,Mexico,6,1830
30.24,4,Mexico,7,1830
28.418,4,Mexico,8,1830
24.017,4,Mexico,9,1830
19.294,4,Mexico,10,1830
15.616,4,Mexico,11,1830
9.958,4,Mexico,12,1830
7.495,4,Mexico,1,1831
9.998,4,Mexico,2,1831
14.988,4,Mexico,3,1831
19.246,4,Mexico,4,1831
23.944,4,Mexico,5,1831
27.384,4,Mexico,6,1831
28.575,4,Mexico,7,1831
27.292,4,Mexico,8,1831
23.114,4,Mexico,9,1831
18.705,4,Mexico,10,1831
12.154,4,Mexico,11,1831
7.704,4,Mexico,12,1831
8.549,4,Mexico,1,1832
10.587,4,Mexico,2,1832
15.85,4,Mexico,3,1832
20.501,4,Mexico,4,1832
23.596,4,Mexico,5,1832
27.348,4,Mexico,6,1832
28.73,4,Mexico,7,1832
26.537,4,Mexico,8,1832
23.89,4,Mexico,9,1832
19.529,4,Mexico,10,1832
12.605,4,Mexico,11,1832
8.563,4,Mexico,12,1832
9.525,4,Mexico,1,1833
11.868,4,Mexico,2,1833
15.298,4,Mexico,3,1833
19.791,4,Mexico,4,1833
23.798,4,Mexico,5,1833
27.284,4,Mexico,6,1833
28.736,4,Mexico,7,1833
28.139,4,Mexico,8,1833
25.003,4,Mexico,9,1833
18.24,4,Mexico,10,1833
15.094,4,Mexico,11,1833
9.944,4,Mexico,12,1833
12.131,4,Mexico,2,1834
16.11,4,Mexico,3,1834
20.236,4,Mexico,4,1834
24.666,4,Mexico,5,1834
27.193,4,Mexico,6,1834
29.182,4,Mexico,7,1834
28.411,4,Mexico,8,1834
24.776,4,Mexico,9,1834
19.585,4,Mexico,10,1834
14.81,4,Mexico,11,1834
10.041,4,Mexico,12,1834
9.745,4,Mexico,1,1835
8.456,4,Mexico,2,1835
13.72,4,Mexico,3,1835
18.976,4,Mexico,4,1835
23.396,4,Mexico,5,1835
26.46,4,Mexico,6,1835
27.153,4,Mexico,7,1835
26.66,4,Mexico,8,1835
22.789,4,Mexico,9,1835
17.458,4,Mexico,10,1835
10.655,4,Mexico,11,1835
7.94,4,Mexico,12,1835
8.588,4,Mexico,1,1836
11.066,4,Mexico,2,1836
14.128,4,Mexico,3,1836
19.841,4,Mexico,4,1836
23.239,4,Mexico,5,1836
26.104,4,Mexico,6,1836
27.932,4,Mexico,7,1836
27.13,4,Mexico,8,1836
24.014,4,Mexico,9,1836
17.479,4,Mexico,10,1836
11.433,4,Mexico,11,1836
7.82,4,Mexico,12,1836
8.783,4,Mexico,1,1837
11.128,4,Mexico,2,1837
14.0,4,Mexico,3,1837
17.661,4,Mexico,4,1837
22.587,4,Mexico,5,1837
26.628,4,Mexico,6,1837
28.895,4,Mexico,7,1837
28.204,4,Mexico,8,1837
24.112,4,Mexico,9,1837
18.497,4,Mexico,10,1837
14.216,4,Mexico,11,1837
9.17,4,Mexico,12,1837
6.678,4,Mexico,1,1838
6.889,4,Mexico,2,1838
15.244,4,Mexico,3,1838
20.38,4,Mexico,4,1838
22.08,4,Mexico,5,1838
27.586,4,Mexico,6,1838
28.922,4,Mexico,7,1838
28.002,4,Mexico,8,1838
23.9,4,Mexico,9,1838
17.885,4,Mexico,10,1838
11.235,4,Mexico,11,1838
7.574,4,Mexico,12,1838
9.72,4,Mexico,1,1839
10.663,4,Mexico,2,1839
13.977,4,Mexico,3,1839
21.718,4,Mexico,4,1839
23.777,4,Mexico,5,1839
27.247,4,Mexico,6,1839
28.835,4,Mexico,7,1839
27.75,4,Mexico,8,1839
24.2,4,Mexico,9,1839
19.609,4,Mexico,10,1839
10.797,4,Mexico,11,1839
6.782,4,Mexico,12,1839
8.813,4,Mexico,1,1840
11.551,4,Mexico,2,1840
15.664,4,Mexico,3,1840
20.183,4,Mexico,4,1840
23.266,4,Mexico,5,1840
27.491,4,Mexico,6,1840
28.532,4,Mexico,7,1840
27.718,4,Mexico,8,1840
23.906,4,Mexico,9,1840
18.129,4,Mexico,10,1840
11.48,4,Mexico,11,1840
8.893,4,Mexico,12,1840
7.177,4,Mexico,1,1841
10.839,4,Mexico,2,1841
14.716,4,Mexico,3,1841
20.12,4,Mexico,4,1841
24.07,4,Mexico,5,1841
27.101,4,Mexico,6,1841
29.563,4,Mexico,7,1841
27.817,4,Mexico,8,1841
24.008,4,Mexico,9,1841
18.737,4,Mexico,10,1841
12.813,4,Mexico,11,1841
9.424,4,Mexico,12,1841
9.7,4,Mexico,1,1842
11.352,4,Mexico,2,1842
18.346,4,Mexico,3,1842
20.632,4,Mexico,4,1842
24.215,4,Mexico,5,1842
26.932,4,Mexico,6,1842
27.685,4,Mexico,7,1842
27.002,4,Mexico,8,1842
24.379,4,Mexico,9,1842
19.044,4,Mexico,10,1842
11.543,4,Mexico,11,1842
8.95,4,Mexico,12,1842
9.788,4,Mexico,1,1843
10.799,4,Mexico,2,1843
14.403,4,Mexico,3,1843
20.194,4,Mexico,4,1843
23.814,4,Mexico,5,1843
26.695,4,Mexico,6,1843
28.029,4,Mexico,7,1843
27.111,4,Mexico,8,1843
24.983,4,Mexico,9,1843
17.968,4,Mexico,10,1843
13.93,4,Mexico,11,1843
10.203,4,Mexico,12,1843
9.605,4,Mexico,1,1844
11.991,4,Mexico,2,1844
15.314,4,Mexico,3,1844
20.558,4,Mexico,4,1844
23.663,4,Mexico,5,1844
26.709,4,Mexico,6,1844
28.838,4,Mexico,7,1844
27.492,4,Mexico,8,1844
23.614,4,Mexico,9,1844
18.88,4,Mexico,10,1844
12.707,4,Mexico,11,1844
8.001,4,Mexico,12,1844
10.281,4,Mexico,1,1845
11.539,4,Mexico,2,1845
15.164,4,Mexico,3,1845
20.458,4,Mexico,4,1845
23.759,4,Mexico,5,1845
26.93,4,Mexico,6,1845
28.691,4,Mexico,7,1845
27.813,4,Mexico,8,1845
24.725,4,Mexico,9,1845
17.851,4,Mexico,10,1845
12.334,4,Mexico,11,1845
6.745,4,Mexico,12,1845
9.913,4,Mexico,1,1846
10.868,4,Mexico,2,1846
16.635,4,Mexico,3,1846
19.216,4,Mexico,4,1846
24.444,4,Mexico,5,1846
27.005,4,Mexico,6,1846
29.111,4,Mexico,7,1846
27.69,4,Mexico,8,1846
25.236,4,Mexico,9,1846
18.576,4,Mexico,10,1846
13.904,4,Mexico,11,1846
11.13,4,Mexico,12,1846
7.033,4,Mexico,1,1847
11.272,4,Mexico,2,1847
13.531,4,Mexico,3,1847
20.787,4,Mexico,4,1847
22.974,4,Mexico,5,1847
26.873,4,Mexico,6,1847
28.25,4,Mexico,7,1847
27.401,4,Mexico,8,1847
24.489,4,Mexico,9,1847
19.147,4,Mexico,10,1847
12.952,4,Mexico,11,1847
8.229,4,Mexico,12,1847
8.796,4,Mexico,1,1848
12.473,4,Mexico,2,1848
15.332,4,Mexico,3,1848
19.156,4,Mexico,4,1848
24.146,4,Mexico,5,1848
26.468,4,Mexico,6,1848
28.318,4,Mexico,7,1848
27.899,4,Mexico,8,1848
23.713,4,Mexico,9,1848
19.409,4,Mexico,10,1848
11.222,4,Mexico,11,1848
7.809,4,Mexico,12,1848
9.246,4,Mexico,1,1849
10.852,4,Mexico,2,1849
16.667,4,Mexico,3,1849
20.533,4,Mexico,4,1849
23.063,4,Mexico,5,1849
28.199,4,Mexico,6,1849
28.762,4,Mexico,7,1849
28.783,4,Mexico,8,1849
25.64,4,Mexico,9,1849
17.158,4,Mexico,10,1849
13.356,4,Mexico,11,1849
8.841,4,Mexico,12,1849
11.016,4,Mexico,1,1850
11.268,4,Mexico,2,1850
15.428,4,Mexico,3,1850
18.391,4,Mexico,4,1850
21.972,4,Mexico,5,1850
26.246,4,Mexico,6,1850
28.379,4,Mexico,7,1850
29.535,4,Mexico,8,1850
26.432,4,Mexico,9,1850
20.167,4,Mexico,10,1850
13.265,4,Mexico,11,1850
6.084,4,Mexico,12,1850
9.373,4,Mexico,1,1851
10.696,4,Mexico,2,1851
15.22,4,Mexico,3,1851
19.965,4,Mexico,4,1851
25.06,4,Mexico,5,1851
28.393,4,Mexico,6,1851
28.901,4,Mexico,7,1851
29.292,4,Mexico,8,1851
25.898,4,Mexico,9,1851
19.334,4,Mexico,10,1851
12.022,4,Mexico,11,1851
8.38,4,Mexico,12,1851
5.772,4,Mexico,1,1852
13.605,4,Mexico,2,1852
15.565,4,Mexico,3,1852
19.314,4,Mexico,4,1852
24.966,4,Mexico,5,1852
27.322,4,Mexico,6,1852
28.458,4,Mexico,7,1852
28.669,4,Mexico,8,1852
24.411,4,Mexico,9,1852
18.665,4,Mexico,10,1852
11.321,4,Mexico,11,1852
9.157,4,Mexico,12,1852
7.208,4,Mexico,1,1853
8.906,4,Mexico,2,1853
13.842,4,Mexico,3,1853
20.584,4,Mexico,4,1853
24.278,4,Mexico,5,1853
26.624,4,Mexico,6,1853
28.586,4,Mexico,7,1853
26.893,4,Mexico,8,1853
24.723,4,Mexico,9,1853
17.646,4,Mexico,10,1853
13.937,4,Mexico,11,1853
8.59,4,Mexico,12,1853
7.571,4,Mexico,1,1854
11.425,4,Mexico,2,1854
17.262,4,Mexico,3,1854
19.548,4,Mexico,4,1854
23.442,4,Mexico,5,1854
26.973,4,Mexico,6,1854
28.071,4,Mexico,7,1854
27.759,4,Mexico,8,1854
25.016,4,Mexico,9,1854
20.746,4,Mexico,10,1854
12.655,4,Mexico,11,1854
7.536,4,Mexico,12,1854
8.499,4,Mexico,1,1855
9.463,4,Mexico,2,1855
13.501,4,Mexico,3,1855
20.77,4,Mexico,4,1855
26.162,4,Mexico,5,1855
27.043,4,Mexico,6,1855
27.815,4,Mexico,7,1855
27.372,4,Mexico,8,1855
24.409,4,Mexico,9,1855
17.653,4,Mexico,10,1855
13.223,4,Mexico,11,1855
8.428,4,Mexico,12,1855
3.842,4,Mexico,1,1856
9.216,4,Mexico,2,1856
14.267,4,Mexico,3,1856
21.345,4,Mexico,4,1856
24.75,4,Mexico,5,1856
29.6,4,Mexico,6,1856
29.53,4,Mexico,7,1856
30.305,4,Mexico,8,1856
24.127,4,Mexico,9,1856
18.594,4,Mexico,10,1856
11.089,4,Mexico,11,1856
6.83,4,Mexico,12,1856
6.68,4,Mexico,1,1857
13.841,4,Mexico,2,1857
15.683,4,Mexico,3,1857
16.658,4,Mexico,4,1857
23.627,4,Mexico,5,1857
28.325,4,Mexico,6,1857
29.539,4,Mexico,7,1857
29.068,4,Mexico,8,1857
24.078,4,Mexico,9,1857
17.958,4,Mexico,10,1857
13.178,4,Mexico,11,1857
9.543,4,Mexico,12,1857
9.904,4,Mexico,1,1858
10.457,4,Mexico,2,1858
16.702,4,Mexico,3,1858
20.87,4,Mexico,4,1858
24.832,4,Mexico,5,1858
26.597,4,Mexico,6,1858
29.494,4,Mexico,7,1858
28.432,4,Mexico,8,1858
24.528,4,Mexico,9,1858
21.439,4,Mexico,10,1858
11.243,4,Mexico,11,1858
9.302,4,Mexico,12,1858
8.616,4,Mexico,1,1859
13.847,4,Mexico,2,1859
16.509,4,Mexico,3,1859
20.033,4,Mexico,4,1859
26.235,4,Mexico,5,1859
29.153,4,Mexico,6,1859
28.76,4,Mexico,7,1859
29.417,4,Mexico,8,1859
24.089,4,Mexico,9,1859
18.141,4,Mexico,10,1859
14.995,4,Mexico,11,1859
4.927,4,Mexico,12,1859
8.182,4,Mexico,1,1860
9.901,4,Mexico,2,1860
15.767,4,Mexico,3,1860
20.613,4,Mexico,4,1860
25.752,4,Mexico,5,1860
29.203,4,Mexico,6,1860
30.337,4,Mexico,7,1860
27.786,4,Mexico,8,1860
24.633,4,Mexico,9,1860
19.443,4,Mexico,10,1860
11.574,4,Mexico,11,1860
8.104,4,Mexico,12,1860
6.959,4,Mexico,1,1861
10.546,4,Mexico,2,1861
15.622,4,Mexico,3,1861
20.585,4,Mexico,4,1861
24.491,4,Mexico,5,1861
29.492,4,Mexico,6,1861
29.796,4,Mexico,7,1861
28.436,4,Mexico,8,1861
25.834,4,Mexico,9,1861
19.331,4,Mexico,10,1861
15.455,4,Mexico,11,1861
11.825,4,Mexico,12,1861
10.673,4,Mexico,1,1862
10.484,4,Mexico,2,1862
15.056,4,Mexico,3,1862
19.891,4,Mexico,4,1862
24.678,4,Mexico,5,1862
28.023,4,Mexico,6,1862
29.916,4,Mexico,7,1862
29.322,4,Mexico,8,1862
25.625,4,Mexico,9,1862
19.423,4,Mexico,10,1862
13.65,4,Mexico,11,1862
9.74,4,Mexico,12,1862
8.764,4,Mexico,1,1863
11.326,4,Mexico,2,1863
17.523,4,Mexico,3,1863
21.428,4,Mexico,4,1863
23.751,4,Mexico,5,1863
27.54,4,Mexico,6,1863
28.821,4,Mexico,7,1863
28.652,4,Mexico,8,1863
26.469,4,Mexico,9,1863
18.572,4,Mexico,10,1863
12.577,4,Mexico,11,1863
7.687,4,Mexico,12,1863
7.057,4,Mexico,1,1864
11.487,4,Mexico,2,1864
14.0,4,Mexico,3,1864
19.324,4,Mexico,4,1864
24.382,4,Mexico,5,1864
27.951,4,Mexico,6,1864
28.976,4,Mexico,7,1864
28.939,4,Mexico,8,1864
26.772,4,Mexico,9,1864
17.86,4,Mexico,10,1864
12.515,4,Mexico,11,1864
9.625,4,Mexico,12,1864
8.005,4,Mexico,1,1865
11.505,4,Mexico,2,1865
15.165,4,Mexico,3,1865
19.528,4,Mexico,4,1865
24.935,4,Mexico,5,1865
28.356,4,Mexico,6,1865
28.653,4,Mexico,7,1865
28.89,4,Mexico,8,1865
26.241,4,Mexico,9,1865
18.832,4,Mexico,10,1865
13.688,4,Mexico,11,1865
8.05,4,Mexico,12,1865
9.34,4,Mexico,1,1866
10.819,4,Mexico,2,1866
16.382,4,Mexico,3,1866
20.925,4,Mexico,4,1866
23.857,4,Mexico,5,1866
26.991,4,Mexico,6,1866
28.945,4,Mexico,7,1866
28.93,4,Mexico,8,1866
25.121,4,Mexico,9,1866
19.729,4,Mexico,10,1866
13.339,4,Mexico,11,1866
8.727,4,Mexico,12,1866
9.033,4,Mexico,1,1867
12.373,4,Mexico,2,1867
14.529,4,Mexico,3,1867
20.867,4,Mexico,4,1867
24.312,4,Mexico,5,1867
28.592,4,Mexico,6,1867
29.209,4,Mexico,7,1867
29.164,4,Mexico,8,1867
27.149,4,Mexico,9,1867
20.829,4,Mexico,10,1867
14.784,4,Mexico,11,1867
13.406,4,Mexico,12,1867
8.717,4,Mexico,1,1868
11.851,4,Mexico,2,1868
17.281,4,Mexico,3,1868
20.243,4,Mexico,4,1868
24.229,4,Mexico,5,1868
28.803,4,Mexico,6,1868
28.578,4,Mexico,7,1868
27.922,4,Mexico,8,1868
25.335,4,Mexico,9,1868
19.704,4,Mexico,10,1868
11.79,4,Mexico,11,1868
7.732,4,Mexico,12,1868
7.944,4,Mexico,1,1869
10.693,4,Mexico,2,1869
15.624,4,Mexico,3,1869
19.318,4,Mexico,4,1869
23.414,4,Mexico,5,1869
26.709,4,Mexico,6,1869
28.929,4,Mexico,7,1869
28.906,4,Mexico,8,1869
25.332,4,Mexico,9,1869
17.612,4,Mexico,10,1869
14.739,4,Mexico,11,1869
7.086,4,Mexico,12,1869
9.609,4,Mexico,1,1870
12.801,4,Mexico,2,1870
15.948,4,Mexico,3,1870
20.566,4,Mexico,4,1870
25.707,4,Mexico,5,1870
27.769,4,Mexico,6,1870
28.941,4,Mexico,7,1870
27.923,4,Mexico,8,1870
26.077,4,Mexico,9,1870
19.946,4,Mexico,10,1870
14.333,4,Mexico,11,1870
7.025,4,Mexico,12,1870
8.913,4,Mexico,1,1871
12.159,4,Mexico,2,1871
15.818,4,Mexico,3,1871
20.27,4,Mexico,4,1871
23.992,4,Mexico,5,1871
28.272,4,Mexico,6,1871
29.698,4,Mexico,7,1871
30.208,4,Mexico,8,1871
25.809,4,Mexico,9,1871
19.197,4,Mexico,10,1871
13.132,4,Mexico,11,1871
9.795,4,Mexico,12,1871
6.032,4,Mexico,1,1872
11.962,4,Mexico,2,1872
15.862,4,Mexico,3,1872
20.98,4,Mexico,4,1872
26.073,4,Mexico,5,1872
28.361,4,Mexico,6,1872
28.754,4,Mexico,7,1872
28.37,4,Mexico,8,1872
25.873,4,Mexico,9,1872
18.919,4,Mexico,10,1872
10.351,4,Mexico,11,1872
7.757,4,Mexico,12,1872
6.76,4,Mexico,1,1873
11.93,4,Mexico,2,1873
16.733,4,Mexico,3,1873
18.576,4,Mexico,4,1873
24.653,4,Mexico,5,1873
26.597,4,Mexico,6,1873
28.389,4,Mexico,7,1873
27.971,4,Mexico,8,1873
25.184,4,Mexico,9,1873
19.348,4,Mexico,10,1873
12.832,4,Mexico,11,1873
10.019,4,Mexico,12,1873
9.279,4,Mexico,1,1874
12.007,4,Mexico,2,1874
16.711,4,Mexico,3,1874
17.601,4,Mexico,4,1874
24.338,4,Mexico,5,1874
27.792,4,Mexico,6,1874
28.954,4,Mexico,7,1874
30.484,4,Mexico,8,1874
24.379,4,Mexico,9,1874
20.162,4,Mexico,10,1874
14.925,4,Mexico,11,1874
9.842,4,Mexico,12,1874
5.619,4,Mexico,1,1875
11.117,4,Mexico,2,1875
15.118,4,Mexico,3,1875
19.04,4,Mexico,4,1875
24.744,4,Mexico,5,1875
28.454,4,Mexico,6,1875
28.771,4,Mexico,7,1875
27.987,4,Mexico,8,1875
24.044,4,Mexico,9,1875
19.359,4,Mexico,10,1875
14.189,4,Mexico,11,1875
11.087,4,Mexico,12,1875
10.787,4,Mexico,1,1876
12.312,4,Mexico,2,1876
14.517,4,Mexico,3,1876
20.579,4,Mexico,4,1876
23.998,4,Mexico,5,1876
26.857,4,Mexico,6,1876
28.624,4,Mexico,7,1876
28.845,4,Mexico,8,1876
24.918,4,Mexico,9,1876
19.386,4,Mexico,10,1876
11.973,4,Mexico,11,1876
6.074,4,Mexico,12,1876
7.48,4,Mexico,1,1877
10.217,4,Mexico,2,1877
16.093,4,Mexico,3,1877
