AverageTemperature,City,Country,Month,Year
26.877,2,Mexico,11,1920
25.868,2,Mexico,12,1920
24.753,2,Mexico,1,1921
24.046,2,Mexico,2,1921
24.468,2,Mexico,3,1921
25.092,2,Mexico,4,1921
26.02,2,Mexico,5,1921
27.699,2,Mexico,6,1921
27.169,2,Mexico,7,1921
27.292,2,Mexico,8,1921
26.856,2,Mexico,9,1921
26.658,2,Mexico,10,1921
26.94,2,Mexico,11,1921
26.399,2,Mexico,12,1921
25.516,2,Mexico,1,1922
25.335,2,Mexico,2,1922
25.042,2,Mexico,3,1922
25.345,2,Mexico,4,1922
26.812,2,Mexico,5,1922
26.814,2,Mexico,6,1922
27.74,2,Mexico,7,1922
27.313,2,Mexico,8,1922
26.808,2,Mexico,9,1922
26.402,2,Mexico,10,1922
27.036,2,Mexico,11,1922
26.143,2,Mexico,12,1922
25.392,2,Mexico,1,1923
24.678,2,Mexico,2,1923
24.487,2,Mexico,3,1923
24.89,2,Mexico,4,1923
26.775,2,Mexico,5,1923
27.076,2,Mexico,6,1923
27.287,2,Mexico,7,1923
27.614,2,Mexico,8,1923
27.679,2,Mexico,9,1923
26.288,2,Mexico,10,1923
26.96,2,Mexico,11,1923
26.362,2,Mexico,12,1923
25.296,2,Mexico,1,1924
24.537,2,Mexico,2,1924
24.759,2,Mexico,3,1924
25.205,2,Mexico,4,1924
26.054,2,Mexico,5,1924
26.592,2,Mexico,6,1924
27.458,2,Mexico,7,1924
27.462,2,Mexico,8,1924
26.581,2,Mexico,9,1924
26.554,2,Mexico,10,1924
25.924,2,Mexico,11,1924
26.037,2,Mexico,12,1924
24.771,2,Mexico,1,1925
24.338,2,Mexico,2,1925
24.148,2,Mexico,3,1925
24.965,2,Mexico,4,1925
25.823,2,Mexico,5,1925
26.666,2,Mexico,6,1925
27.444,2,Mexico,7,1925
27.79,2,Mexico,8,1925
26.922,2,Mexico,9,1925
27.481,2,Mexico,10,1925
26.858,2,Mexico,11,1925
24.661,2,Mexico,12,1925
24.801,2,Mexico,1,1926
24.315,2,Mexico,2,1926
25.099,2,Mexico,3,1926
24.284,2,Mexico,4,1926
26.093,2,Mexico,5,1926
27.482,2,Mexico,6,1926
27.605,2,Mexico,7,1926
27.582,2,Mexico,8,1926
26.712,2,Mexico,9,1926
27.296,2,Mexico,10,1926
26.484,2,Mexico,11,1926
26.033,2,Mexico,12,1926
24.39,2,Mexico,1,1927
24.358,2,Mexico,2,1927
24.393,2,Mexico,3,1927
24.507,2,Mexico,4,1927
26.951,2,Mexico,5,1927
26.653,2,Mexico,6,1927
27.517,2,Mexico,7,1927
27.394,2,Mexico,8,1927
26.338,2,Mexico,9,1927
26.686,2,Mexico,10,1927
26.441,2,Mexico,11,1927
26.085,2,Mexico,12,1927
25.095,2,Mexico,1,1928
25.194,2,Mexico,2,1928
24.273,2,Mexico,3,1928
25.011,2,Mexico,4,1928
26.402,2,Mexico,5,1928
27.705,2,Mexico,6,1928
27.695,2,Mexico,7,1928
27.87,2,Mexico,8,1928
26.943,2,Mexico,9,1928
27.285,2,Mexico,10,1928
26.566,2,Mexico,11,1928
26.082,2,Mexico,12,1928
24.883,2,Mexico,1,1929
24.713,2,Mexico,2,1929
23.901,2,Mexico,3,1929
24.929,2,Mexico,4,1929
26.383,2,Mexico,5,1929
27.201,2,Mexico,6,1929
27.257,2,Mexico,7,1929
27.078,2,Mexico,8,1929
27.024,2,Mexico,9,1929
26.647,2,Mexico,10,1929
27.883,2,Mexico,11,1929
26.745,2,Mexico,12,1929
26.448,2,Mexico,1,1930
25.006,2,Mexico,2,1930
24.849,2,Mexico,3,1930
23.878,2,Mexico,4,1930
26.701,2,Mexico,5,1930
27.11,2,Mexico,6,1930
27.46,2,Mexico,7,1930
27.73,2,Mexico,8,1930
27.821,2,Mexico,9,1930
27.16,2,Mexico,10,1930
26.75,2,Mexico,11,1930
26.629,2,Mexico,12,1930
25.302,2,Mexico,1,1931
24.813,2,Mexico,2,1931
24.778,2,Mexico,3,1931
24.524,2,Mexico,4,1931
25.916,2,Mexico,5,1931
27.122,2,Mexico,6,1931
27.073,2,Mexico,7,1931
27.507,2,Mexico,8,1931
26.224,2,Mexico,9,1931
27.112,2,Mexico,10,1931
26.33,2,Mexico,11,1931
26.397,2,Mexico,12,1931
25.093,2,Mexico,1,1932
25.037,2,Mexico,2,1932
23.888,2,Mexico,3,1932
24.284,2,Mexico,4,1932
26.715,2,Mexico,5,1932
27.904,2,Mexico,6,1932
27.476,2,Mexico,7,1932
27.638,2,Mexico,8,1932
27.409,2,Mexico,9,1932
26.899,2,Mexico,10,1932
25.563,2,Mexico,11,1932
26.135,2,Mexico,12,1932
25.406,2,Mexico,1,1933
25.767,2,Mexico,2,1933
25.071,2,Mexico,3,1933
25.785,2,Mexico,4,1933
27.364,2,Mexico,5,1933
28.207,2,Mexico,6,1933
28.195,2,Mexico,7,1933
27.2,2,Mexico,8,1933
26.599,2,Mexico,9,1933
26.374,2,Mexico,10,1933
26.168,2,Mexico,11,1933
25.445,2,Mexico,12,1933
25.671,2,Mexico,1,1934
25.286,2,Mexico,2,1934
23.299,2,Mexico,3,1934
23.889,2,Mexico,4,1934
25.541,2,Mexico,5,1934
27.485,2,Mexico,6,1934
27.851,2,Mexico,7,1934
27.594,2,Mexico,8,1934
26.91,2,Mexico,9,1934
26.618,2,Mexico,10,1934
26.273,2,Mexico,11,1934
26.64,2,Mexico,12,1934
24.592,2,Mexico,1,1935
23.013,2,Mexico,2,1935
23.859,2,Mexico,3,1935
24.257,2,Mexico,4,1935
26.251,2,Mexico,5,1935
26.31,2,Mexico,6,1935
27.351,2,Mexico,7,1935
26.978,2,Mexico,8,1935
27.025,2,Mexico,9,1935
26.885,2,Mexico,10,1935
27.042,2,Mexico,11,1935
26.067,2,Mexico,12,1935
26.108,2,Mexico,1,1936
25.102,2,Mexico,2,1936
24.955,2,Mexico,3,1936
24.647,2,Mexico,4,1936
25.807,2,Mexico,5,1936
28.183,2,Mexico,6,1936
27.386,2,Mexico,7,1936
27.691,2,Mexico,8,1936
26.915,2,Mexico,9,1936
27.048,2,Mexico,10,1936
27.271,2,Mexico,11,1936
26.178,2,Mexico,12,1936
26.89,2,Mexico,1,1937
25.838,2,Mexico,2,1937
25.052,2,Mexico,3,1937
24.853,2,Mexico,4,1937
26.139,2,Mexico,5,1937
26.848,2,Mexico,6,1937
27.349,2,Mexico,7,1937
27.729,2,Mexico,8,1937
27.251,2,Mexico,9,1937
27.335,2,Mexico,10,1937
26.962,2,Mexico,11,1937
26.167,2,Mexico,12,1937
25.171,2,Mexico,1,1938
24.819,2,Mexico,2,1938
24.804,2,Mexico,3,1938
24.36,2,Mexico,4,1938
26.135,2,Mexico,5,1938
26.887,2,Mexico,6,1938
27.108,2,Mexico,7,1938
27.74,2,Mexico,8,1938
27.007,2,Mexico,9,1938
26.67,2,Mexico,10,1938
27.145,2,Mexico,11,1938
25.302,2,Mexico,12,1938
25.188,2,Mexico,1,1939
24.74,2,Mexico,2,1939
24.157,2,Mexico,3,1939
24.447,2,Mexico,4,1939
25.996,2,Mexico,5,1939
26.953,2,Mexico,6,1939
27.404,2,Mexico,7,1939
27.557,2,Mexico,8,1939
26.885,2,Mexico,9,1939
27.328,2,Mexico,10,1939
26.128,2,Mexico,11,1939
25.91,2,Mexico,12,1939
24.688,2,Mexico,1,1940
24.87,2,Mexico,2,1940
24.09,2,Mexico,3,1940
25.177,2,Mexico,4,1940
26.719,2,Mexico,5,1940
27.948,2,Mexico,6,1940
28.259,2,Mexico,7,1940
28.12,2,Mexico,8,1940
27.637,2,Mexico,9,1940
28.128,2,Mexico,10,1940
27.458,2,Mexico,11,1940
26.107,2,Mexico,12,1940
25.357,2,Mexico,1,1941
25.077,2,Mexico,2,1941
24.871,2,Mexico,3,1941
25.817,2,Mexico,4,1941
26.787,2,Mexico,5,1941
27.914,2,Mexico,6,1941
28.018,2,Mexico,7,1941
28.342,2,Mexico,8,1941
27.183,2,Mexico,9,1941
27.392,2,Mexico,10,1941
27.129,2,Mexico,11,1941
26.813,2,Mexico,12,1941
25.333,2,Mexico,1,1942
25.981,2,Mexico,2,1942
24.675,2,Mexico,3,1942
25.112,2,Mexico,4,1942
27.478,2,Mexico,5,1942
27.814,2,Mexico,6,1942
27.926,2,Mexico,7,1942
27.202,2,Mexico,8,1942
26.82,2,Mexico,9,1942
27.36,2,Mexico,10,1942
27.017,2,Mexico,11,1942
26.176,2,Mexico,12,1942
25.436,2,Mexico,1,1943
24.432,2,Mexico,2,1943
24.006,2,Mexico,3,1943
25.061,2,Mexico,4,1943
26.914,2,Mexico,5,1943
26.873,2,Mexico,6,1943
28.233,2,Mexico,7,1943
27.445,2,Mexico,8,1943
27.595,2,Mexico,9,1943
26.873,2,Mexico,10,1943
26.154,2,Mexico,11,1943
25.766,2,Mexico,12,1943
25.162,2,Mexico,1,1944
25.302,2,Mexico,2,1944
24.369,2,Mexico,3,1944
24.795,2,Mexico,4,1944
26.745,2,Mexico,5,1944
27.978,2,Mexico,6,1944
28.277,2,Mexico,7,1944
27.794,2,Mexico,8,1944
27.12,2,Mexico,9,1944
26.315,2,Mexico,10,1944
27.645,2,Mexico,11,1944
25.917,2,Mexico,12,1944
25.683,2,Mexico,1,1945
25.18,2,Mexico,2,1945
24.568,2,Mexico,3,1945
24.87,2,Mexico,4,1945
26.658,2,Mexico,5,1945
28.784,2,Mexico,6,1945
28.47,2,Mexico,7,1945
27.837,2,Mexico,8,1945
27.769,2,Mexico,9,1945
26.699,2,Mexico,10,1945
26.887,2,Mexico,11,1945
26.608,2,Mexico,12,1945
25.358,2,Mexico,1,1946
25.726,2,Mexico,2,1946
25.345,2,Mexico,3,1946
25.316,2,Mexico,4,1946
27.491,2,Mexico,5,1946
27.676,2,Mexico,6,1946
28.178,2,Mexico,7,1946
27.947,2,Mexico,8,1946
28.028,2,Mexico,9,1946
27.258,2,Mexico,10,1946
27.452,2,Mexico,11,1946
26.224,2,Mexico,12,1946
26.13,2,Mexico,1,1947
25.63,2,Mexico,2,1947
25.316,2,Mexico,3,1947
25.421,2,Mexico,4,1947
26.163,2,Mexico,5,1947
27.759,2,Mexico,6,1947
28.295,2,Mexico,7,1947
27.54,2,Mexico,8,1947
27.067,2,Mexico,9,1947
27.682,2,Mexico,10,1947
27.196,2,Mexico,11,1947
25.803,2,Mexico,12,1947
25.181,2,Mexico,1,1948
26.3,2,Mexico,2,1948
25.684,2,Mexico,3,1948
25.254,2,Mexico,4,1948
27.198,2,Mexico,5,1948
27.924,2,Mexico,6,1948
27.878,2,Mexico,7,1948
28.136,2,Mexico,8,1948
27.396,2,Mexico,9,1948
27.486,2,Mexico,10,1948
28.21,2,Mexico,11,1948
27.266,2,Mexico,12,1948
25.587,2,Mexico,1,1949
25.667,2,Mexico,2,1949
25.475,2,Mexico,3,1949
24.599,2,Mexico,4,1949
27.008,2,Mexico,5,1949
27.449,2,Mexico,6,1949
27.962,2,Mexico,7,1949
28.361,2,Mexico,8,1949
27.473,2,Mexico,9,1949
27.563,2,Mexico,10,1949
25.989,2,Mexico,11,1949
26.137,2,Mexico,12,1949
25.87,2,Mexico,1,1950
25.137,2,Mexico,2,1950
24.953,2,Mexico,3,1950
24.797,2,Mexico,4,1950
26.887,2,Mexico,5,1950
27.433,2,Mexico,6,1950
27.149,2,Mexico,7,1950
28.022,2,Mexico,8,1950
27.284,2,Mexico,9,1950
26.514,2,Mexico,10,1950
26.615,2,Mexico,11,1950
24.803,2,Mexico,12,1950
24.746,2,Mexico,1,1951
24.664,2,Mexico,2,1951
24.815,2,Mexico,3,1951
25.422,2,Mexico,4,1951
26.763,2,Mexico,5,1951
27.917,2,Mexico,6,1951
27.729,2,Mexico,7,1951
28.143,2,Mexico,8,1951
27.209,2,Mexico,9,1951
27.918,2,Mexico,10,1951
28.102,2,Mexico,11,1951
27.318,2,Mexico,12,1951
26.594,2,Mexico,1,1952
25.855,2,Mexico,2,1952
25.576,2,Mexico,3,1952
26.156,2,Mexico,4,1952
26.937,2,Mexico,5,1952
26.874,2,Mexico,6,1952
27.691,2,Mexico,7,1952
27.902,2,Mexico,8,1952
26.834,2,Mexico,9,1952
26.159,2,Mexico,10,1952
27.262,2,Mexico,11,1952
25.769,2,Mexico,12,1952
24.577,2,Mexico,1,1953
25.24,2,Mexico,2,1953
25.363,2,Mexico,3,1953
25.573,2,Mexico,4,1953
26.559,2,Mexico,5,1953
27.614,2,Mexico,6,1953
27.835,2,Mexico,7,1953
28.305,2,Mexico,8,1953
27.477,2,Mexico,9,1953
27.18,2,Mexico,10,1953
26.43,2,Mexico,11,1953
26.051,2,Mexico,12,1953
25.8,2,Mexico,1,1954
25.598,2,Mexico,2,1954
25.06,2,Mexico,3,1954
25.255,2,Mexico,4,1954
26.135,2,Mexico,5,1954
26.962,2,Mexico,6,1954
27.123,2,Mexico,7,1954
27.437,2,Mexico,8,1954
26.848,2,Mexico,9,1954
26.507,2,Mexico,10,1954
26.321,2,Mexico,11,1954
25.214,2,Mexico,12,1954
24.584,2,Mexico,1,1955
23.971,2,Mexico,2,1955
24.834,2,Mexico,3,1955
25.016,2,Mexico,4,1955
26.695,2,Mexico,5,1955
27.412,2,Mexico,6,1955
26.385,2,Mexico,7,1955
27.1,2,Mexico,8,1955
25.912,2,Mexico,9,1955
26.111,2,Mexico,10,1955
26.701,2,Mexico,11,1955
24.98,2,Mexico,12,1955
23.66,2,Mexico,1,1956
24.457,2,Mexico,2,1956
24.414,2,Mexico,3,1956
24.985,2,Mexico,4,1956
26.241,2,Mexico,5,1956
26.39,2,Mexico,6,1956
27.136,2,Mexico,7,1956
27.594,2,Mexico,8,1956
26.647,2,Mexico,9,1956
27.097,2,Mexico,10,1956
26.734,2,Mexico,11,1956
25.869,2,Mexico,12,1956
25.599,2,Mexico,1,1957
25.441,2,Mexico,2,1957
24.195,2,Mexico,3,1957
24.977,2,Mexico,4,1957
26.758,2,Mexico,5,1957
27.965,2,Mexico,6,1957
28.101,2,Mexico,7,1957
28.166,2,Mexico,8,1957
27.198,2,Mexico,9,1957
27.309,2,Mexico,10,1957
27.928,2,Mexico,11,1957
26.344,2,Mexico,12,1957
23.74,2,Mexico,1,1958
24.113,2,Mexico,2,1958
25.155,2,Mexico,3,1958
25.766,2,Mexico,4,1958
27.123,2,Mexico,5,1958
27.915,2,Mexico,6,1958
27.878,2,Mexico,7,1958
27.782,2,Mexico,8,1958
27.024,2,Mexico,9,1958
27.493,2,Mexico,10,1958
26.674,2,Mexico,11,1958
26.423,2,Mexico,12,1958
25.451,2,Mexico,1,1959
25.904,2,Mexico,2,1959
25.417,2,Mexico,3,1959
25.788,2,Mexico,4,1959
27.298,2,Mexico,5,1959
27.25,2,Mexico,6,1959
27.674,2,Mexico,7,1959
27.61,2,Mexico,8,1959
27.426,2,Mexico,9,1959
27.0,2,Mexico,10,1959
26.851,2,Mexico,11,1959
25.614,2,Mexico,12,1959
25.674,2,Mexico,1,1960
23.89,2,Mexico,2,1960
24.476,2,Mexico,3,1960
24.221,2,Mexico,4,1960
26.529,2,Mexico,5,1960
27.957,2,Mexico,6,1960
27.623,2,Mexico,7,1960
27.785,2,Mexico,8,1960
27.075,2,Mexico,9,1960
27.358,2,Mexico,10,1960
27.209,2,Mexico,11,1960
26.035,2,Mexico,12,1960
25.687,2,Mexico,1,1961
24.722,2,Mexico,2,1961
24.498,2,Mexico,3,1961
25.109,2,Mexico,4,1961
27.196,2,Mexico,5,1961
27.302,2,Mexico,6,1961
27.56,2,Mexico,7,1961
28.055,2,Mexico,8,1961
26.947,2,Mexico,9,1961
27.817,2,Mexico,10,1961
26.389,2,Mexico,11,1961
25.573,2,Mexico,12,1961
25.138,2,Mexico,1,1962
25.097,2,Mexico,2,1962
24.206,2,Mexico,3,1962
24.725,2,Mexico,4,1962
26.974,2,Mexico,5,1962
27.68,2,Mexico,6,1962
28.212,2,Mexico,7,1962
28.103,2,Mexico,8,1962
27.18,2,Mexico,9,1962
27.415,2,Mexico,10,1962
26.782,2,Mexico,11,1962
26.342,2,Mexico,12,1962
25.622,2,Mexico,1,1963
24.138,2,Mexico,2,1963
25.409,2,Mexico,3,1963
25.67,2,Mexico,4,1963
27.064,2,Mexico,5,1963
27.818,2,Mexico,6,1963
27.439,2,Mexico,7,1963
28.038,2,Mexico,8,1963
27.54,2,Mexico,9,1963
27.276,2,Mexico,10,1963
27.016,2,Mexico,11,1963
26.322,2,Mexico,12,1963
25.67,2,Mexico,1,1964
25.181,2,Mexico,2,1964
25.439,2,Mexico,3,1964
25.784,2,Mexico,4,1964
26.479,2,Mexico,5,1964
26.804,2,Mexico,6,1964
27.444,2,Mexico,7,1964
27.692,2,Mexico,8,1964
27.262,2,Mexico,9,1964
26.878,2,Mexico,10,1964
27.09,2,Mexico,11,1964
25.291,2,Mexico,12,1964
24.598,2,Mexico,1,1965
24.035,2,Mexico,2,1965
24.456,2,Mexico,3,1965
25.407,2,Mexico,4,1965
26.976,2,Mexico,5,1965
27.668,2,Mexico,6,1965
27.974,2,Mexico,7,1965
27.433,2,Mexico,8,1965
27.574,2,Mexico,9,1965
26.99,2,Mexico,10,1965
27.687,2,Mexico,11,1965
26.564,2,Mexico,12,1965
25.376,2,Mexico,1,1966
25.373,2,Mexico,2,1966
24.95,2,Mexico,3,1966
24.502,2,Mexico,4,1966
26.963,2,Mexico,5,1966
27.638,2,Mexico,6,1966
28.0,2,Mexico,7,1966
27.681,2,Mexico,8,1966
27.342,2,Mexico,9,1966
26.795,2,Mexico,10,1966
26.388,2,Mexico,11,1966
25.376,2,Mexico,12,1966
24.51,2,Mexico,1,1967
24.281,2,Mexico,2,1967
24.817,2,Mexico,3,1967
25.207,2,Mexico,4,1967
26.686,2,Mexico,5,1967
27.402,2,Mexico,6,1967
28.038,2,Mexico,7,1967
27.591,2,Mexico,8,1967
26.832,2,Mexico,9,1967
26.88,2,Mexico,10,1967
27.153,2,Mexico,11,1967
25.984,2,Mexico,12,1967
25.406,2,Mexico,1,1968
23.904,2,Mexico,2,1968
23.423,2,Mexico,3,1968
24.726,2,Mexico,4,1968
25.948,2,Mexico,5,1968
26.503,2,Mexico,6,1968
27.613,2,Mexico,7,1968
27.931,2,Mexico,8,1968
27.412,2,Mexico,9,1968
27.177,2,Mexico,10,1968
26.76,2,Mexico,11,1968
26.379,2,Mexico,12,1968
25.339,2,Mexico,1,1969
25.416,2,Mexico,2,1969
25.314,2,Mexico,3,1969
25.633,2,Mexico,4,1969
27.098,2,Mexico,5,1969
28.707,2,Mexico,6,1969
28.262,2,Mexico,7,1969
26.855,2,Mexico,8,1969
27.166,2,Mexico,9,1969
27.324,2,Mexico,10,1969
27.261,2,Mexico,11,1969
26.144,2,Mexico,12,1969
25.035,2,Mexico,1,1970
25.343,2,Mexico,2,1970
24.447,2,Mexico,3,1970
25.406,2,Mexico,4,1970
26.396,2,Mexico,5,1970
27.825,2,Mexico,6,1970
27.414,2,Mexico,7,1970
27.525,2,Mexico,8,1970
26.827,2,Mexico,9,1970
27.757,2,Mexico,10,1970
26.362,2,Mexico,11,1970
25.313,2,Mexico,12,1970
24.878,2,Mexico,1,1971
23.86,2,Mexico,2,1971
24.63,2,Mexico,3,1971
23.818,2,Mexico,4,1971
26.026,2,Mexico,5,1971
26.919,2,Mexico,6,1971
27.475,2,Mexico,7,1971
27.015,2,Mexico,8,1971
26.72,2,Mexico,9,1971
27.101,2,Mexico,10,1971
26.843,2,Mexico,11,1971
26.1,2,Mexico,12,1971
25.255,2,Mexico,1,1972
23.924,2,Mexico,2,1972
24.508,2,Mexico,3,1972
25.413,2,Mexico,4,1972
27.226,2,Mexico,5,1972
27.06,2,Mexico,6,1972
27.992,2,Mexico,7,1972
27.717,2,Mexico,8,1972
27.593,2,Mexico,9,1972
27.776,2,Mexico,10,1972
28.127,2,Mexico,11,1972
26.624,2,Mexico,12,1972
25.687,2,Mexico,1,1973
25.754,2,Mexico,2,1973
25.124,2,Mexico,3,1973
25.49,2,Mexico,4,1973
26.755,2,Mexico,5,1973
27.15,2,Mexico,6,1973
27.403,2,Mexico,7,1973
27.173,2,Mexico,8,1973
26.669,2,Mexico,9,1973
26.553,2,Mexico,10,1973
26.593,2,Mexico,11,1973
24.825,2,Mexico,12,1973
25.121,2,Mexico,1,1974
24.601,2,Mexico,2,1974
24.504,2,Mexico,3,1974
25.191,2,Mexico,4,1974
25.697,2,Mexico,5,1974
26.37,2,Mexico,6,1974
26.662,2,Mexico,7,1974
27.422,2,Mexico,8,1974
26.541,2,Mexico,9,1974
26.802,2,Mexico,10,1974
26.609,2,Mexico,11,1974
25.937,2,Mexico,12,1974
24.981,2,Mexico,1,1975
24.964,2,Mexico,2,1975
24.86,2,Mexico,3,1975
25.401,2,Mexico,4,1975
26.515,2,Mexico,5,1975
26.687,2,Mexico,6,1975
26.464,2,Mexico,7,1975
27.186,2,Mexico,8,1975
26.323,2,Mexico,9,1975
26.536,2,Mexico,10,1975
26.748,2,Mexico,11,1975
25.387,2,Mexico,12,1975
24.925,2,Mexico,1,1976
24.264,2,Mexico,2,1976
24.265,2,Mexico,3,1976
24.998,2,Mexico,4,1976
26.94,2,Mexico,5,1976
27.461,2,Mexico,6,1976
27.876,2,Mexico,7,1976
27.845,2,Mexico,8,1976
27.86,2,Mexico,9,1976
27.073,2,Mexico,10,1976
26.357,2,Mexico,11,1976
26.518,2,Mexico,12,1976
25.569,2,Mexico,1,1977
25.129,2,Mexico,2,1977
24.972,2,Mexico,3,1977
24.828,2,Mexico,4,1977
26.545,2,Mexico,5,1977
27.621,2,Mexico,6,1977
28.249,2,Mexico,7,1977
27.873,2,Mexico,8,1977
27.676,2,Mexico,9,1977
27.592,2,Mexico,10,1977
26.998,2,Mexico,11,1977
26.106,2,Mexico,12,1977
25.38,2,Mexico,1,1978
24.797,2,Mexico,2,1978
24.814,2,Mexico,3,1978
25.669,2,Mexico,4,1978
26.002,2,Mexico,5,1978
27.232,2,Mexico,6,1978
27.405,2,Mexico,7,1978
27.694,2,Mexico,8,1978
26.698,2,Mexico,9,1978
26.792,2,Mexico,10,1978
26.976,2,Mexico,11,1978
26.388,2,Mexico,12,1978
25.236,2,Mexico,1,1979
25.303,2,Mexico,2,1979
24.997,2,Mexico,3,1979
25.146,2,Mexico,4,1979
26.154,2,Mexico,5,1979
27.41,2,Mexico,6,1979
27.772,2,Mexico,7,1979
27.677,2,Mexico,8,1979
26.597,2,Mexico,9,1979
27.061,2,Mexico,10,1979
26.516,2,Mexico,11,1979
26.628,2,Mexico,12,1979
24.961,2,Mexico,1,1980
25.081,2,Mexico,2,1980
25.063,2,Mexico,3,1980
25.92,2,Mexico,4,1980
27.422,2,Mexico,5,1980
28.489,2,Mexico,6,1980
28.17,2,Mexico,7,1980
27.173,2,Mexico,8,1980
27.089,2,Mexico,9,1980
27.569,2,Mexico,10,1980
27.035,2,Mexico,11,1980
26.284,2,Mexico,12,1980
24.086,2,Mexico,1,1981
24.761,2,Mexico,2,1981
24.439,2,Mexico,3,1981
25.248,2,Mexico,4,1981
25.785,2,Mexico,5,1981
26.401,2,Mexico,6,1981
27.258,2,Mexico,7,1981
27.057,2,Mexico,8,1981
27.24,2,Mexico,9,1981
27.067,2,Mexico,10,1981
26.656,2,Mexico,11,1981
26.137,2,Mexico,12,1981
25.113,2,Mexico,1,1982
25.42,2,Mexico,2,1982
25.103,2,Mexico,3,1982
26.482,2,Mexico,4,1982
27.298,2,Mexico,5,1982
27.916,2,Mexico,6,1982
27.86,2,Mexico,7,1982
28.519,2,Mexico,8,1982
27.414,2,Mexico,9,1982
26.974,2,Mexico,10,1982
27.061,2,Mexico,11,1982
25.904,2,Mexico,12,1982
25.14,2,Mexico,1,1983
23.751,2,Mexico,2,1983
23.615,2,Mexico,3,1983
24.596,2,Mexico,4,1983
27.377,2,Mexico,5,1983
28.487,2,Mexico,6,1983
28.075,2,Mexico,7,1983
28.328,2,Mexico,8,1983
27.11,2,Mexico,9,1983
27.291,2,Mexico,10,1983
27.171,2,Mexico,11,1983
26.274,2,Mexico,12,1983
25.263,2,Mexico,1,1984
24.68,2,Mexico,2,1984
24.922,2,Mexico,3,1984
25.212,2,Mexico,4,1984
26.904,2,Mexico,5,1984
27.121,2,Mexico,6,1984
26.647,2,Mexico,7,1984
26.896,2,Mexico,8,1984
25.798,2,Mexico,9,1984
27.304,2,Mexico,10,1984
26.37,2,Mexico,11,1984
25.709,2,Mexico,12,1984
24.804,2,Mexico,1,1985
23.957,2,Mexico,2,1985
24.656,2,Mexico,3,1985
24.049,2,Mexico,4,1985
26.141,2,Mexico,5,1985
27.303,2,Mexico,6,1985
27.136,2,Mexico,7,1985
27.334,2,Mexico,8,1985
27.443,2,Mexico,9,1985
27.322,2,Mexico,10,1985
26.718,2,Mexico,11,1985
26.232,2,Mexico,12,1985
24.862,2,Mexico,1,1986
24.635,2,Mexico,2,1986
23.221,2,Mexico,3,1986
24.948,2,Mexico,4,1986
26.085,2,Mexico,5,1986
26.811,2,Mexico,6,1986
27.58,2,Mexico,7,1986
27.809,2,Mexico,8,1986
27.403,2,Mexico,9,1986
27.184,2,Mexico,10,1986
27.3,2,Mexico,11,1986
26.694,2,Mexico,12,1986
25.196,2,Mexico,1,1987
25.17,2,Mexico,2,1987
24.554,2,Mexico,3,1987
25.18,2,Mexico,4,1987
26.347,2,Mexico,5,1987
28.125,2,Mexico,6,1987
27.45,2,Mexico,7,1987
27.894,2,Mexico,8,1987
27.989,2,Mexico,9,1987
27.684,2,Mexico,10,1987
27.42,2,Mexico,11,1987
26.793,2,Mexico,12,1987
25.711,2,Mexico,1,1988
25.365,2,Mexico,2,1988
24.998,2,Mexico,3,1988
25.133,2,Mexico,4,1988
25.942,2,Mexico,5,1988
26.637,2,Mexico,6,1988
27.672,2,Mexico,7,1988
27.125,2,Mexico,8,1988
26.584,2,Mexico,9,1988
27.332,2,Mexico,10,1988
26.651,2,Mexico,11,1988
26.0,2,Mexico,12,1988
25.525,2,Mexico,1,1989
25.141,2,Mexico,2,1989
23.71,2,Mexico,3,1989
24.148,2,Mexico,4,1989
26.656,2,Mexico,5,1989
27.504,2,Mexico,6,1989
27.802,2,Mexico,7,1989
27.463,2,Mexico,8,1989
26.385,2,Mexico,9,1989
26.951,2,Mexico,10,1989
27.529,2,Mexico,11,1989
25.779,2,Mexico,12,1989
25.696,2,Mexico,1,1990
25.249,2,Mexico,2,1990
25.541,2,Mexico,3,1990
26.414,2,Mexico,4,1990
27.922,2,Mexico,5,1990
27.775,2,Mexico,6,1990
27.522,2,Mexico,7,1990
28.041,2,Mexico,8,1990
27.436,2,Mexico,9,1990
27.446,2,Mexico,10,1990
27.53,2,Mexico,11,1990
26.489,2,Mexico,12,1990
25.322,2,Mexico,1,1991
25.693,2,Mexico,2,1991
24.933,2,Mexico,3,1991
25.268,2,Mexico,4,1991
27.117,2,Mexico,5,1991
27.656,2,Mexico,6,1991
28.209,2,Mexico,7,1991
28.208,2,Mexico,8,1991
27.101,2,Mexico,9,1991
27.006,2,Mexico,10,1991
26.889,2,Mexico,11,1991
26.424,2,Mexico,12,1991
24.973,2,Mexico,1,1992
23.774,2,Mexico,2,1992
25.682,2,Mexico,3,1992
25.859,2,Mexico,4,1992
27.543,2,Mexico,5,1992
28.387,2,Mexico,6,1992
27.729,2,Mexico,7,1992
27.723,2,Mexico,8,1992
27.168,2,Mexico,9,1992
26.695,2,Mexico,10,1992
26.878,2,Mexico,11,1992
26.409,2,Mexico,12,1992
25.863,2,Mexico,1,1993
25.38,2,Mexico,2,1993
25.004,2,Mexico,3,1993
24.646,2,Mexico,4,1993
26.432,2,Mexico,5,1993
27.718,2,Mexico,6,1993
27.371,2,Mexico,7,1993
